TeamID,TeamName,WinPCT,PlayoffRank
1610612744,Warriors,0.695,1
1610612749,Bucks,0.732,1
1610612743,Nuggets,0.659,2
1610612761,Raptors,0.707,2
1610612755,76ers,0.622,3
1610612757,Trail Blazers,0.646,3
1610612738,Celtics,0.598,4
1610612745,Rockets,0.646,4
1610612754,Pacers,0.585,5
1610612762,Jazz,0.61,5
1610612751,Nets,0.512,6
1610612760,Thunder,0.598,6
1610612753,Magic,0.512,7
1610612759,Spurs,0.585,7
1610612746,Clippers,0.585,8
1610612765,Pistons,0.5,8
1610612758,Kings,0.476,9
1610612766,Hornets,0.476,9
1610612747,Lakers,0.451,10
1610612748,Heat,0.476,10
1610612750,Timberwolves,0.439,11
1610612764,Wizards,0.39,11
1610612737,Hawks,0.354,12
1610612763,Grizzlies,0.402,12
1610612740,Pelicans,0.402,13
1610612741,Bulls,0.268,13
1610612739,Cavaliers,0.232,14
1610612742,Mavericks,0.402,14
1610612752,Knicks,0.207,15
1610612756,Suns,0.232,15
